p_perm,p_midp,p_boot,sig_perm,sig_midp,sig_boot,n1,n2,k,alpha,assoc,rep,scenario
0.6846630673865227,0.4576,0.2929414117176565,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.3773245350929814,0.2089,0.2989402119576085,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.28754249150169964,0.1665,0.07638472305538892,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.124375124975005,0.0621,0.08298340331933614,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.6996,0.9728054389122176,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.6754649070185963,0.4193,0.1957608478304339,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.046990601879624075,0.0234,0.005198960207958408,TRUE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.047190561887622474,0.0235,0.015996800639872025,TRUE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.27954409118176365,0.1835,0.27114577084583086,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.2891421715656869,0.1695,0.0691861627674465,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
1,0.7671,0.6050789842031594,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.40931813637272546,0.2294,0.32893421315736854,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.027394521095780843,0.0136,0.003199360127974405,TRUE,TRUE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.16496700659868027,0.0824,0.04859028194361128,FALSE,FALSE,TRUE,5,5,3,0.05,2,1,H1 (Power)
0.6842631473705258,0.4242,0.644871025794841,FALSE,FALSE,FALSE,5,5,3,0.05,2,1,H1 (Power)
0.08878224355128975,0.0491,0.057588482303539294,FALSE,TRUE,FALSE,5,5,3,0.05,2,1,H1 (Power)
