dataset_id,scenario,rep,sim_in_rep,attempt_used,perm_seed,u_seed,u_value,p_perm,p_midp,p_bootei,p_rand,p_asym,p_fisher,sig_perm,sig_midp,sig_bootei,sig_rand,sig_asym,sig_fisher,n,k_row,k_col,alpha,theta
H0TypeI_rep013_sim0006,H0 (Type-I),13,6,1,605788,655784,0.7738508302718401,0.5238952209558089,0.2849,0.05558888222355529,0.4157459267038852,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0007,H0 (Type-I),13,7,1,705788,755784,0.8464780962094665,1,0.7602,0.6894621075784843,0.9263708949420602,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0008,H0 (Type-I),13,8,1,805788,855784,0.3521450429689139,1,0.5784,0.3151369726054789,0.4537287002313882,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0009,H0 (Type-I),13,9,1,905788,955784,0.3170396073255688,0.46630673865226957,0.3227,0.41051789642071584,0.27019036730243823,0.17533414377660075,0.47500000000000003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0010,H0 (Type-I),13,10,1,1005788,1055784,0.5100402713287622,1,0.7864,0.7916416716656669,0.7906892039116472,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0011,H0 (Type-I),13,11,1,1105788,1155784,0.8260914459824562,0.20455908818236354,0.1196,0.16376724655068986,0.17490510923862457,0.09096894797535764,0.20000000000000004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0012,H0 (Type-I),13,12,1,1205788,1255784,0.8085056610871106,0.5758848230353929,0.3886,0.3625274945010998,0.5041045195110142,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0013,H0 (Type-I),13,13,1,1305788,1355784,0.9203119529411197,1,0.7315,0.7176564687062588,0.9572075187293813,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0014,H0 (Type-I),13,14,1,1405788,1455784,0.8273478799965233,0.5268946210757849,0.2901,0.09918016396720655,0.4450664863903541,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0015,H0 (Type-I),13,15,1,1505788,1555784,0.8374303577002138,0.505498900219956,0.3502,0.2445510897820436,0.4549383830301464,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0016,H0 (Type-I),13,16,1,1605788,1655784,0.5592272807843983,0.5150969806038792,0.2819,0.10257948410317937,0.3095117583016865,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0017,H0 (Type-I),13,17,1,1705788,1755784,0.695404733531177,0.17136572685462909,0.0856,0.13737252549490103,0.11905329038053751,0.03843393023678181,0.16666666666666657,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0018,H0 (Type-I),13,18,1,1805788,1855784,0.29530584742315114,0.518496300739852,0.2816,0.4887022595480904,0.18465684933960438,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0019,H0 (Type-I),13,19,1,1905788,1955784,0.4498113601002842,1,0.5854,0.21495700859828035,0.5437835797951557,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0020,H0 (Type-I),13,20,1,2005788,2055784,0.927122212946415,1,0.7516,0.8722255548890222,0.963794315391779,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0021,H0 (Type-I),13,21,1,2105788,2155784,0.7702070965897292,0.5746850629874025,0.3863,0.5210957808438312,0.488059992575692,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0022,H0 (Type-I),13,22,1,2205788,2255784,0.3961303625255823,1,0.782,0.99000199960008,0.7367128380611538,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0023,H0 (Type-I),13,23,1,2305788,2355784,0.5473151006735861,1,0.5981,0.32473505298940214,0.6361318779214286,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0024,H0 (Type-I),13,24,1,2405788,2455784,0.40357685345225036,1,0.7889,0.8732253549290142,0.7481901475275401,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0025,H0 (Type-I),13,25,1,2505788,2555784,0.4190710682887584,0.38192361527694463,0.2024,0.26654669066186765,0.1733626993020065,0.2356799134290376,0.3777777777777777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0026,H0 (Type-I),13,26,1,2605788,2655784,0.1136494583915919,0.5096980603879224,0.2764,0.35332933413317336,0.09620610739383846,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0027,H0 (Type-I),13,27,1,2705788,2755784,0.06470858445391059,1,0.7561,0.76124775044991,0.5437648474966176,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0028,H0 (Type-I),13,28,1,2805788,2855784,0.581923873629421,1,0.7493,0.6406718656268746,0.7903766302377917,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0029,H0 (Type-I),13,29,1,2905788,2955784,0.07237412384711206,1,0.7533,0.9158168366326734,0.5423093927061651,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0030,H0 (Type-I),13,30,1,3005788,3055784,0.27591042034327984,0.0057988402319536095,0.0028,0.0057988402319536095,0.001545098353922367,0.0015654022580025519,0.004761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep013_sim0031,H0 (Type-I),13,31,1,3105788,3155784,0.3417503768578172,1,0.6429,0.7440511897620475,0.529878119151853,0.49015296041582496,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0032,H0 (Type-I),13,32,1,3205788,3255784,0.8401972390711308,1,0.7694,0.8814237152569486,0.9262989666596055,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0033,H0 (Type-I),13,33,1,3305788,3355784,0.45035645994357765,1,0.5832,0.2489502099580084,0.5418171450089663,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0034,H0 (Type-I),13,34,1,3405788,3455784,0.6154896828811616,1,0.7624,0.9272145570885822,0.817280697305128,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0035,H0 (Type-I),13,35,1,3505788,3555784,0.8945353021845222,1,0.7601,0.6818636272745451,0.9493980379881337,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0036,H0 (Type-I),13,36,1,3605788,3655784,0.22526830434799194,0.46190761847630474,0.2967,0.46190761847630474,0.20598359409570693,0.19670560245894694,0.4666666666666668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0037,H0 (Type-I),13,37,1,3705788,3755784,0.10555335250683129,0.1913617276544691,0.1342,0.1833633273345331,0.08923308218577877,0.06508672649276692,0.19047619047619044,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0038,H0 (Type-I),13,38,1,3805788,3855784,0.4427279799710959,1,0.7842,0.847630473905219,0.759481396155525,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0039,H0 (Type-I),13,39,1,3905788,3955784,0.8054230969864875,0.41211757648470304,0.206,0.41211757648470304,0.3318343159584329,0.19670560245894694,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0040,H0 (Type-I),13,40,1,4005788,4055784,0.45379460812546313,1,0.5844,0.4227154569086183,0.5459940782738849,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0041,H0 (Type-I),13,41,1,4105788,4155784,0.722955800127238,1,0.58,0.19916016796640673,0.76728287210688,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0042,H0 (Type-I),13,42,1,4205788,4255784,0.7622622235212475,1,0.5,0.598880223955209,0.7622622235212475,0.2918405451437885,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0043,H0 (Type-I),13,43,1,4305788,4355784,0.3067940594628453,1,0.6065,0.7156568686262748,0.4544469247972593,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0044,H0 (Type-I),13,44,1,4405788,4455784,0.9838498763274401,1,0.7452,0.6736652669466107,0.9917698969764634,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0045,H0 (Type-I),13,45,1,4505788,4555784,0.34059370239265263,0.47130573885222954,0.2997,0.4475104979004199,0.24502363992067985,0.19670560245894694,0.4666666666666668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0046,H0 (Type-I),13,46,1,4605788,4655784,0.8574038937222213,1,0.5855,0.9496100779844031,0.8817878278957214,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0047,H0 (Type-I),13,47,1,4705788,4755784,0.5478163696825504,0.19196160767846432,0.1318,0.09398120375924815,0.13753796436190605,0.06508672649276692,0.19047619047619044,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0048,H0 (Type-I),13,48,1,4805788,4855784,0.785919088171795,1,0.6028,0.6732653469306139,0.8299341236436739,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0049,H0 (Type-I),13,49,1,4905788,4955784,0.5730824491474777,0.1943611277744451,0.1015,0.09578084383123375,0.11504948607194238,0.09763453614071978,0.18333333333333335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0050,H0 (Type-I),13,50,1,5005788,5055784,0.08948787883855402,1,0.7774,0.7628474305138973,0.5946400036589242,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0051,H0 (Type-I),13,51,1,5105788,5155784,0.3182155874092132,1,0.7504,0.6622675464907019,0.6596532212346792,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0052,H0 (Type-I),13,52,1,5205788,5255784,0.6713490767870098,0.521495700859828,0.2847,0.16196760647870426,0.36581665295097043,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0053,H0 (Type-I),13,53,1,5305788,5355784,0.24127669585868716,1,0.7556,0.7960407918416317,0.6291360489357263,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0054,H0 (Type-I),13,54,1,5405788,5455784,0.9498153149615973,1,0.7071,0.9054189162167566,0.9706018115045038,0.3894236957350262,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0055,H0 (Type-I),13,55,1,5505788,5555784,0.5246749746147543,1,0.7362,0.5438912217556489,0.7492185166067444,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0056,H0 (Type-I),13,56,1,5605788,5655784,0.3305630795657635,0.521495700859828,0.285,0.3161367726454709,0.20489022401869297,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0057,H0 (Type-I),13,57,1,5705788,5755784,0.9147685442585498,1,0.7873,0.8788242351529694,0.9637425387275871,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0058,H0 (Type-I),13,58,1,5805788,5855784,0.4337886793073267,1,0.5818,0.7228554289142172,0.526420851372648,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0059,H0 (Type-I),13,59,1,5905788,5955784,0.321751392679289,0.08318336332733453,0.0442,0.05418916216756649,0.030367908071912825,0.03501498101966249,0.0761904761904762,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0060,H0 (Type-I),13,60,1,6005788,6055784,0.7654374903067946,1,0.7605,0.8470305938812237,0.8876445578569546,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0061,H0 (Type-I),13,61,1,6105788,6155784,0.3005074926186353,0.033193361327734455,0.0165,0.015396920615876825,0.009916747256414964,0.011229886652916696,0.03333333333333331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep013_sim0062,H0 (Type-I),13,62,1,6205788,6255784,0.8965539648197591,1,0.7547,0.785242951409718,0.9492493751405738,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0063,H0 (Type-I),13,63,1,6305788,6355784,0.687237179139629,0.041591681663667265,0.0207,0.022195560887822437,0.02845161921638064,0.009823274507519249,0.04761904761904762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep013_sim0064,H0 (Type-I),13,64,1,6405788,6455784,0.29319754941388965,0.20275944811037794,0.1177,0.13597280543891221,0.08258494389047846,0.09096894797535764,0.20000000000000004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0065,H0 (Type-I),13,65,1,6505788,6555784,0.17771660163998604,0.5664867026594681,0.3777,0.22215556888622276,0.25607024545893076,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0066,H0 (Type-I),13,66,1,6605788,6655784,0.21464433008804917,0.4393121375724855,0.2196,0.34953009398120377,0.0942717897746712,0.11384629800665812,0.4444444444444446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0067,H0 (Type-I),13,67,1,6705788,6755784,0.1410378112923354,0.03119376124775045,0.0155,0.023595280943811237,0.004372172150062397,0.011229886652916696,0.03333333333333337,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep013_sim0068,H0 (Type-I),13,68,1,6805788,6855784,0.9980533015914261,1,0.7915,0.5922815436912617,0.9991882267636247,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0069,H0 (Type-I),13,69,1,6905788,6955784,0.669998916098848,0.4357128574285143,0.2178,0.3967206558688262,0.29185152785265817,0.11384629800665812,0.4444444444444445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0070,H0 (Type-I),13,70,1,7005788,7055784,0.3676785577554256,1,0.7342,0.737252549490102,0.6638579213027842,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0071,H0 (Type-I),13,71,1,7105788,7155784,0.3883183510042727,1,0.5823,0.4367126574685063,0.4890011504289694,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0072,H0 (Type-I),13,72,1,7205788,7255784,0.5184605654794723,1,0.7617,0.8828234353129374,0.7704983055075165,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0073,H0 (Type-I),13,73,1,7305788,7355784,0.5805096705444157,1,0.5972,0.7298540291941612,0.6620585905905813,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0074,H0 (Type-I),13,74,1,7405788,7455784,0.34395064297132194,1,0.7851,0.6470705858828234,0.7180299863490742,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0075,H0 (Type-I),13,75,1,7505788,7555784,0.2316610210109502,1,0.7372,0.9140171965606879,0.5961610326433554,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0076,H0 (Type-I),13,76,1,7605788,7655784,0.3618485266342759,1,0.5865,0.9124175164967007,0.4722487315265462,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0077,H0 (Type-I),13,77,1,7705788,7755784,0.5031335374806076,1,0.7647,0.593881223755249,0.766174642738374,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0078,H0 (Type-I),13,78,1,7805788,7855784,0.7321454901248217,0.5726854629074185,0.3827,0.28094381123775247,0.4708688571494073,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0079,H0 (Type-I),13,79,1,7905788,7955784,0.7389549310319126,1,0.7225,0.609878024395121,0.8551199867227115,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0080,H0 (Type-I),13,80,1,8005788,8055784,0.47353046922944486,0.5090981803639272,0.2775,0.28154369126174766,0.26524460725323296,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0081,H0 (Type-I),13,81,1,8105788,8155784,0.037331853061914444,0.5002999400119976,0.3488,0.47630473905218956,0.2087040851071477,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0082,H0 (Type-I),13,82,1,8205788,8255784,0.363412344828248,0.047390521895620874,0.0236,0.008598280343931213,0.017153062675893307,0.009823274507519249,0.047619047619047616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep013_sim0083,H0 (Type-I),13,83,1,8305788,8355784,0.9496011077426374,1,0.5805,0.9782043591281744,0.9577153293960727,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0084,H0 (Type-I),13,84,1,8405788,8455784,0.2112412084825337,1,0.7677,0.7830433913217356,0.6335426654609851,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0085,H0 (Type-I),13,85,1,8505788,8555784,0.3875049967318773,0.07258548290341932,0.0362,0.07258548290341932,0.02805536176338792,0.015725299754505418,0.06666666666666667,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0086,H0 (Type-I),13,86,1,8605788,8655784,0.9048689175397158,0.4911017796440712,0.3426,0.30813837232553487,0.46276509472578764,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0087,H0 (Type-I),13,87,1,8705788,8755784,0.23715407913550735,1,0.7261,0.9132173565286943,0.5821130045504309,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0088,H0 (Type-I),13,88,1,8805788,8855784,0.37280405685305595,1,0.7601,0.7026594681063787,0.6990713864780963,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0089,H0 (Type-I),13,89,1,8905788,8955784,0.38529661134816706,0.07698460307938412,0.0406,0.01259748050389922,0.032295474661607294,0.03501498101966249,0.07619047619047614,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0090,H0 (Type-I),13,90,1,9005788,9055784,0.9089071152266115,0.5176964607078585,0.2827,0.4803039392121576,0.47480456273346205,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0091,H0 (Type-I),13,91,1,9105788,9155784,0.31093613523989916,1,0.6041,0.9928014397120576,0.45439923188295217,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0092,H0 (Type-I),13,92,1,9205788,9255784,0.700802106410265,1,0.5835,0.9658068386322736,0.7507681546397508,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0093,H0 (Type-I),13,93,1,9305788,9355784,0.24490695865824819,0.5008998200359928,0.3487,0.4501099780043991,0.2711006968238391,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0094,H0 (Type-I),13,94,1,9405788,9455784,0.7712862722110003,1,0.6063,0.27914417116576684,0.8199108107389417,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0095,H0 (Type-I),13,95,1,9505788,9555784,0.11380661302246153,0.5172965406918616,0.2816,0.3041391721655669,0.09962567605618387,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0096,H0 (Type-I),13,96,1,9605788,9655784,0.3229055795818567,1,0.7311,0.7036592681463707,0.6358586206991226,0.8803033704474621,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0097,H0 (Type-I),13,97,1,9705788,9755784,0.41748753166757524,0.5356928614277144,0.2941,0.17176564687062587,0.25424647779543885,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0098,H0 (Type-I),13,98,1,9805788,9855784,0.035038720816373825,0.4397120575884823,0.2198,0.33033393321335736,0.015403021670877934,0.11384629800665812,0.4444444444444445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0099,H0 (Type-I),13,99,1,9905788,9955784,0.17756314971484244,1,0.7474,0.5690861827634474,0.5845049032359384,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep013_sim0100,H0 (Type-I),13,100,1,10005788,10055784,0.41687949490733445,0.5668866226754649,0.3734,0.5406918616276745,0.34124898863015696,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0001,H0 (Type-I),14,1,1,106022,156018,0.624758183490485,0.5202959408118376,0.2808,0.45310937812437513,0.3405342182552442,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0002,H0 (Type-I),14,2,1,206022,256018,0.19926034077070653,0.46970605878824234,0.3042,0.22255548890221954,0.20471532072694973,0.19670560245894694,0.4666666666666668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0003,H0 (Type-I),14,3,1,306022,356018,0.6744416838046163,1,0.5791,0.5358928214357128,0.725945009426726,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0004,H0 (Type-I),14,4,1,406022,456018,0.21474876906722784,0.5022995400919816,0.3502,0.4543091381723655,0.26348362579643725,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0005,H0 (Type-I),14,5,1,506022,556018,0.21579178934916854,1,0.7352,0.8422315536892622,0.5846833316393196,0.746885633390364,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0006,H0 (Type-I),14,6,1,606022,656018,0.19932286837138236,1,0.7597,0.7600479904019196,0.6151945705392864,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0007,H0 (Type-I),14,7,1,706022,756018,0.3723566900007427,1,0.5828,0.9326134773045391,0.4762944221366197,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0008,H0 (Type-I),14,8,1,806022,856018,0.25510879745706916,0.04059188162367527,0.0202,0.00639872025594881,0.010306395417265595,0.011229886652916696,0.03333333333333336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,0
H0TypeI_rep014_sim0009,H0 (Type-I),14,9,1,906022,956018,0.9926814567297697,0.4953009398120376,0.348,0.4353129374125175,0.4930454208612442,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
H0TypeI_rep014_sim0010,H0 (Type-I),14,10,1,1006022,1056018,0.4743431624956429,1,0.7663,0.6130773845230953,0.7543079941504635,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,0
