dataset_id,scenario,rep,sim_in_rep,attempt_used,perm_seed,u_seed,u_value,p_perm,p_midp,p_bootei,p_rand,p_asym,p_fisher,sig_perm,sig_midp,sig_bootei,sig_rand,sig_asym,sig_fisher,n,k_row,k_col,alpha,theta
H1Power_rep001_sim0001,H1 (Power),1,1,1,102980,152976,0.9497499086428434,0.007598480303939212,0.0037,0.007598480303939212,0.007028149323957041,0.0015654022580025519,0.00793650793650794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0002,H1 (Power),1,2,1,202980,252976,0.7425621110014617,1,0.7493,0.5076984603079384,0.8709206424561329,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0003,H1 (Power),1,3,1,302980,352976,0.3743701842613518,0.07178564287142572,0.0358,0.008998200359928014,0.02680490519311279,0.015725299754505418,0.06666666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0004,H1 (Power),1,4,1,402980,452976,0.9196075624786317,0.03079384123175365,0.0153,0.014797040591881624,0.02813999141184613,0.011229886652916696,0.03333333333333336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0005,H1 (Power),1,5,1,502980,552976,0.132296682568267,0.19976004799040192,0.1039,0.07878424315136973,0.0335215850435663,0.05777957112359754,0.2063492063492063,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0006,H1 (Power),1,6,1,602980,652976,0.41699281777255237,0.1903619276144771,0.0996,0.04339132173565287,0.08455909858038649,0.09763453614071978,0.18333333333333335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0007,H1 (Power),1,7,1,702980,752976,0.711964454036206,1,0.7327,0.9464107178564287,0.8460161971277558,0.8803033704474621,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0008,H1 (Power),1,8,1,802980,852976,0.3872398550156504,0.563887222555489,0.3751,0.22635472905418916,0.33254432128290645,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0009,H1 (Power),1,9,1,902980,952976,0.9166401813272387,0.5670865826834633,0.3766,0.30093981203759246,0.5352565810494125,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0010,H1 (Power),1,10,1,1002980,1052976,0.6276935744099319,0.381123775244951,0.1997,0.1801639672065587,0.2460016900810413,0.2356799134290376,0.3777777777777777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0011,H1 (Power),1,11,1,1102980,1152976,0.9920036524999887,1,0.7558,0.6824635072985403,0.9960945838809945,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0012,H1 (Power),1,12,1,1202980,1252976,0.3958739403169602,0.20135972805438912,0.1169,0.1865626874625075,0.099344346337439493,0.09096894797535764,0.20000000000000004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0013,H1 (Power),1,13,1,1302980,1352976,0.9620703584514558,1,0.7624,0.8250349930013997,0.9819758343361318,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0014,H1 (Power),1,14,1,1402980,1452976,0.2535172812640667,0.20935812837432513,0.1079,0.04919016196760648,0.05796260118409991,0.05777957112359754,0.2063492063492063,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0015,H1 (Power),1,15,1,1502980,1552976,0.2688355890568346,0.1315736852629474,0.0657,0.07778444311137772,0.035324996402068064,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0016,H1 (Power),1,16,1,1602980,1652976,0.592714125290513,0.5156968606278745,0.2838,0.4455108978204359,0.32678226848468184,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0017,H1 (Power),1,17,1,1702980,1752976,0.326312881661579,0.005198960207958408,0.0025,0.005198960207958408,0.0016315644083078952,0.0015654022580025519,0.004761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0018,H1 (Power),1,18,1,1802980,1852976,0.3860401287674904,1,0.7016,0.9172165566886623,0.6335887488484383,0.3894236957350262,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0019,H1 (Power),1,19,1,1902980,1952976,0.45190629130229354,0.17116576684663068,0.0855,0.07718456308738253,0.0772759758126922,0.03843393023678181,0.16666666666666657,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0020,H1 (Power),1,20,1,2002980,2052976,0.27181308646686375,0.5200959808038392,0.2841,0.3833233353329334,0.17644141419506632,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0021,H1 (Power),1,21,1,2102980,2152976,0.5963573744520545,0.19716056788642272,0.1138,0.09378124375124974,0.12983386710882186,0.09096894797535764,0.20000000000000007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0022,H1 (Power),1,22,1,2202980,2252976,0.24170656665228307,0.4427114577084583,0.2213,0.24055188962207558,0.10697932640030049,0.11384629800665812,0.4444444444444445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0023,H1 (Power),1,23,1,2302980,2352976,0.44716053432784975,0.3903219356128774,0.206,0.36572685462907417,0.18653394084637984,0.2356799134290376,0.3777777777777777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0024,H1 (Power),1,24,1,2402980,2452976,0.05209392309188843,1,0.7852,0.9374125174965007,0.5927795493602752,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0025,H1 (Power),1,25,1,2502980,2552976,0.7232592343352735,0.04799040191961608,0.0239,0.04019196160767846,0.03457179140122607,0.009823274507519249,0.04761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0026,H1 (Power),1,26,1,2602980,2652976,0.4227181028109044,0.0065986802639472104,0.0032,0.0065986802639472104,0.002705395857989788,0.0015654022580025519,0.004761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0027,H1 (Power),1,27,1,2702980,2752976,0.5112734483554959,1,0.7323,1,0.7383358042495325,0.8803033704474621,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0028,H1 (Power),1,28,1,2802980,2852976,0.8678682579193264,0.07738452309538092,0.0405,0.07738452309538092,0.06750153013127856,0.03501498101966249,0.0761904761904762,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0029,H1 (Power),1,29,1,2902980,2952976,0.4068170359823853,0.07198560287942411,0.038,0.046990601879624075,0.03170083163240924,0.03501498101966249,0.07619047619047614,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0030,H1 (Power),1,30,1,3002980,3052976,0.7478686571121216,0.1883623275344931,0.1331,0.15576884623075385,0.1604151260137558,0.06508672649276692,0.19047619047619038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0031,H1 (Power),1,31,1,3102980,3152976,0.6878005980979651,1,0.7815,0.9128174365126974,0.8635688613688107,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0032,H1 (Power),1,32,1,3202980,3252976,0.6203487317543477,1,0.7839,0.5712857428514297,0.8359147218642291,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0033,H1 (Power),1,33,1,3302980,3352976,0.7941348659805954,0.4349130173965207,0.2174,0.34673065386922614,0.34528983972836286,0.11384629800665812,0.4444444444444446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0034,H1 (Power),1,34,1,3402980,3452976,0.383345915004611,0.4979004199160168,0.3475,0.3157368526294741,0.3124337820503861,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0035,H1 (Power),1,35,1,3502980,3552976,0.37374917534179986,1,0.6527,1,0.5650061771924142,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0036,H1 (Power),1,36,1,3602980,3652976,0.8202490347903222,0.5286942611477704,0.2883,0.3275344931013797,0.4422116861202288,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0037,H1 (Power),1,37,1,3702980,3752976,0.419360957108438,0.5036992601479704,0.3481,0.2881423715256949,0.3230212576607242,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0038,H1 (Power),1,38,1,3802980,3852976,0.7186345879454166,0.0615876824635073,0.0307,0.02439512097580484,0.044124163699848576,0.015725299754505418,0.06666666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0039,H1 (Power),1,39,1,3902980,3952976,0.027264303294941783,0.004199160167966407,0.002,0.004199160167966407,1.0905721317976713e-4,0.0015654022580025519,0.004761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0040,H1 (Power),1,40,1,4002980,4052976,0.19630914134904742,0.5238952209558089,0.2852,0.1837632473505299,0.14027872225176544,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0041,H1 (Power),1,41,1,4102980,4152976,0.31339067895896733,0.06978604279144171,0.0348,0.016196760647870425,0.021811991255544127,0.015725299754505418,0.06666666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0042,H1 (Power),1,42,1,4202980,4252976,0.30927146621979773,1,0.7599,0.8008398320335933,0.6683121580787469,1,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0043,H1 (Power),1,43,1,4302980,4352976,0.947265507420525,1,0.7861,0.6668666266746651,0.9774401840745006,0.5981614526835283,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0044,H1 (Power),1,44,1,4402980,4452976,0.8339294958859682,0.20175964807038593,0.1037,0.05838832233553289,0.16908339529447258,0.05777957112359754,0.2063492063492063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0045,H1 (Power),1,45,1,4502980,4552976,0.8477571224793792,0.13277344531093782,0.0663,0.05838832233553289,0.11241259444076568,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0046,H1 (Power),1,46,1,4602980,4652976,0.9028357511851937,0.39132173565286943,0.2074,0.1803639272145571,0.3554824221356772,0.2356799134290376,0.3777777777777777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0047,H1 (Power),1,47,1,4702980,4752976,0.5524908637162298,0.4981003799240152,0.3503,0.23955208958208357,0.3658058011417743,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0048,H1 (Power),1,48,1,4802980,4852976,0.44868861767463386,1,0.7467,0.8362327534493101,0.7207056537139696,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0049,H1 (Power),1,49,1,4902980,4952976,0.43850300228223205,1,0.7592,0.5718856228754249,0.7295830458991229,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0050,H1 (Power),1,50,1,5002980,5052976,0.3843394343275577,0.19736052789442113,0.1143,0.17776444711057787,0.09512347821150906,0.09096894797535764,0.20000000000000004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0051,H1 (Power),1,51,1,5102980,5152976,0.4257809401024133,0.393121375724855,0.1965,0.12917416516696661,0.16733190946024842,0.19670560245894694,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0052,H1 (Power),1,52,1,5202980,5252976,0.17270814906805754,1,0.7368,0.9260147970405919,0.5645135696694255,0.8803033704474621,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0053,H1 (Power),1,53,1,5302980,5352976,0.3220003927126527,0.1365726854629074,0.0682,0.1365726854629074,0.04392085356600583,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0054,H1 (Power),1,54,1,5402980,5452976,0.02156767761334777,0.07678464307138572,0.0407,0.04999000199960008,0.00634855925263837,0.03501498101966249,0.07619047619047614,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0055,H1 (Power),1,55,1,5502980,5552976,0.8898975879419595,1,0.5844,0.6304739052189562,0.9084828750973567,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0056,H1 (Power),1,56,1,5602980,5652976,0.7647694300394505,0.1949610077984403,0.1358,0.1853629274145171,0.16704279274465517,0.06508672649276692,0.19047619047619044,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0057,H1 (Power),1,57,1,5702980,5752976,0.9065339230000973,1,0.7667,0.625874825034993,0.9563887284718454,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0058,H1 (Power),1,58,1,5802980,5852976,0.6430150067899376,0.1239752049590082,0.0619,0.10317936412717456,0.07960525784059427,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0059,H1 (Power),1,59,1,5902980,5952976,0.9300208615604788,0.531493701259748,0.2871,0.06858628274345131,0.4972081929584499,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0060,H1 (Power),1,60,1,6002980,6052976,0.4088772311806679,0.500499900019996,0.351,0.3997200559888022,0.3237725166767836,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0061,H1 (Power),1,61,1,6102980,6152976,0.31273831659927964,0.46870625874825034,0.3013,0.24575084983003398,0.23864224073411897,0.19670560245894694,0.4666666666666668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0062,H1 (Power),1,62,1,6202980,6252976,0.9812180574517697,0.1861627674465107,0.1293,0.15496900619876025,0.1838701277150307,0.06508672649276692,0.19047619047619038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0063,H1 (Power),1,63,1,6302980,6352976,0.4092848296277225,0.1321735652869426,0.066,0.047390521895620874,0.05402559751085937,0.05280751141611337,0.1333333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0064,H1 (Power),1,64,1,6402980,6452976,0.36597363580949605,0.04499100179964007,0.0224,0.023195360927814438,0.016395618884265422,0.009823274507519249,0.04761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0065,H1 (Power),1,65,1,6502980,6552976,0.22795279044657946,0.0673865226954609,0.0336,0.033393321335732855,0.015318427518010139,0.015725299754505418,0.06666666666666667,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0066,H1 (Power),1,66,1,6602980,6652976,0.8892287362832576,0.1809638072385523,0.128,0.08578284343131373,0.169102554551512,0.06508672649276692,0.19047619047619044,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0067,H1 (Power),1,67,1,6702980,6752976,0.9986207482870668,0.04079184163167367,0.0203,0.04079184163167367,0.04054400238045491,0.009823274507519249,0.04761904761904761,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0068,H1 (Power),1,68,1,6802980,6852976,0.7177858827635646,0.047590481903619274,0.0237,0.02459508098380324,0.03402305084299296,0.009823274507519249,0.04761904761904762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0069,H1 (Power),1,69,1,6902980,6952976,0.4380934410728514,0.041991601679664065,0.0209,0.008998200359928014,0.018312305836845188,0.009823274507519249,0.047619047619047616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0070,H1 (Power),1,70,1,7002980,7052976,0.08213524892926216,1,0.7674,0.5998800239952009,0.5730093178018928,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0071,H1 (Power),1,71,1,7102980,7152976,0.7725017585325986,0.038792241551689664,0.0193,0.010997800439912017,0.029818567879358306,0.009823274507519249,0.04761904761904762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0072,H1 (Power),1,72,1,7202980,7252976,0.5701107594650239,0.010997800439912017,0.0054,0.010997800439912017,0.006157196202222258,0.0015654022580025519,0.00793650793650794,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0073,H1 (Power),1,73,1,7302980,7352976,0.9732363598886877,1,0.7498,0.529494101179764,0.9866074744882993,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0074,H1 (Power),1,74,1,7402980,7452976,0.32577025587670505,0.04979004199160168,0.0248,0.04539092181563687,0.01615820469148457,0.009823274507519249,0.04761904761904762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0075,H1 (Power),1,75,1,7502980,7552976,0.888491339283064,0.20375924815036991,0.1174,0.11637672465506899,0.18437590689240024,0.09096894797535764,0.20000000000000004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0076,H1 (Power),1,76,1,7602980,7652976,0.4643365687225014,1,0.7875,0.9468106378724255,0.7723430417070631,0.5981614526835283,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0077,H1 (Power),1,77,1,7702980,7752976,0.4436672814190388,0.047590481903619274,0.0237,0.008598280343931213,0.02102982913926244,0.009823274507519249,0.047619047619047616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0078,H1 (Power),1,78,1,7802980,7852976,0.9458615377079695,0.009798040391921616,0.0048,0.009798040391921616,0.009080270761996507,0.0015654022580025519,0.008333333333333335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0079,H1 (Power),1,79,1,7902980,7952976,0.10482043377123773,0.44891021795640873,0.2244,0.3833233353329334,0.04704341067653149,0.11384629800665812,0.4444444444444446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0080,H1 (Power),1,80,1,8002980,8052976,0.10473793768323958,0.033593281343731254,0.0167,0.009398120375924815,0.003498247118620202,0.011229886652916696,0.03333333333333337,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0081,H1 (Power),1,81,1,8102980,8152976,0.9186263652518392,1,0.7453,0.9534093181363728,0.9585482704592869,0.7781596861761657,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0082,H1 (Power),1,82,1,8202980,8252976,0.9645428645890206,0.5148970205958808,0.2795,0.32573485302939414,0.4981138720755931,0.19670560245894694,0.5238095238095241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0083,H1 (Power),1,83,1,8302980,8352976,0.3100574226118624,0.16556688662267546,0.0827,0.014197160567886422,0.05128349770000205,0.03843393023678181,0.16666666666666669,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0084,H1 (Power),1,84,1,8402980,8452976,0.9851882469374686,0.5050989802039592,0.3579,0.40451909618076387,0.5006423822490033,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0085,H1 (Power),1,85,1,8502980,8552976,0.24699536920525134,0.05018996200759848,0.025,0.04479104179164167,0.012349768460262566,0.009823274507519249,0.04761904761904762,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0086,H1 (Power),1,86,1,8602980,8652976,0.5785762541927397,0.1339732053589282,0.0669,0.09238152369526095,0.07741350281098858,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0087,H1 (Power),1,87,1,8702980,8752976,0.8360258529428393,1,0.7224,0.4977004599080184,0.9089615535538643,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0088,H1 (Power),1,88,1,8802980,8852976,0.3472102570813149,1,0.6021,0.8962207558488302,0.4805099225853104,0.5270892568655381,0.9999999999999999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0089,H1 (Power),1,89,1,8902980,8952976,0.25587603356689215,0.4963007398520296,0.3506,0.3137372525494901,0.279511100974679,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0090,H1 (Power),1,90,1,9002980,9052976,0.7948569972068071,0.503499300139972,0.3493,0.41971605678864227,0.440174926539138,0.2597964596779418,0.5000000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0091,H1 (Power),1,91,1,9102980,9152976,0.9768694252707064,0.5206958608278345,0.2836,0.2689462107578484,0.5096361075783148,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0092,H1 (Power),1,92,1,9202980,9252976,0.5478086427319795,0.131373725254949,0.0656,0.11277744451109778,0.07187249392643572,0.05280751141611337,0.13333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0093,H1 (Power),1,93,1,9302980,9352976,0.4052296872250736,0.19716056788642272,0.1367,0.16216756648670266,0.12527070027934387,0.06508672649276692,0.19047619047619038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0094,H1 (Power),1,94,1,9402980,9452976,0.27019751933403313,0.011197760447910418,0.0055,0.011197760447910418,0.0029721727126743643,0.0015654022580025519,0.008333333333333335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0095,H1 (Power),1,95,1,9502980,9552976,0.4463511460926384,1,0.5862,0.5718856228754249,0.5418002085062675,0.49015296041582496,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0096,H1 (Power),1,96,1,9602980,9652976,0.7815980270970613,1,0.7649,0.5714857028594281,0.8973073923410382,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0097,H1 (Power),1,97,1,9702980,9752976,0.41138248099014163,0.03459308138372325,0.0172,0.022595480903819236,0.014151557346060871,0.011229886652916696,0.03333333333333337,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0098,H1 (Power),1,98,1,9802980,9852976,0.6860236383508891,1,0.7437,0.5660867826434713,0.8390557170186658,0.8803033704474621,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0099,H1 (Power),1,99,1,9902980,9952976,0.6368555210065097,0.5378924215156968,0.291,0.42451509698060386,0.35855188516881314,0.19670560245894694,0.523809523809524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
H1Power_rep001_sim0100,H1 (Power),1,100,1,10002980,10052976,0.8837124390993267,0.5670865826834633,0.376,0.261747650469906,0.5225781517359428,0.4291953004403491,0.5714285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,2,0.05,1.116708980377408
